location,location_name,value,target_end_date
AT,Austria,0,2020-02-01
AT,Austria,0,2020-02-08
AT,Austria,0,2020-02-15
AT,Austria,0,2020-02-22
AT,Austria,0,2020-02-29
AT,Austria,0,2020-03-07
AT,Austria,1,2020-03-14
AT,Austria,7,2020-03-21
AT,Austria,60,2020-03-28
AT,Austria,118,2020-04-04
AT,Austria,151,2020-04-11
AT,Austria,106,2020-04-18
AT,Austria,93,2020-04-25
AT,Austria,60,2020-05-02
AT,Austria,19,2020-05-09
AT,Austria,14,2020-05-16
AT,Austria,10,2020-05-23
AT,Austria,29,2020-05-30
AT,Austria,4,2020-06-06
AT,Austria,5,2020-06-13
AT,Austria,11,2020-06-20
AT,Austria,12,2020-06-27
AT,Austria,5,2020-07-04
AT,Austria,1,2020-07-11
AT,Austria,5,2020-07-18
AT,Austria,1,2020-07-25
AT,Austria,6,2020-08-01
AT,Austria,3,2020-08-08
AT,Austria,7,2020-08-15
AT,Austria,4,2020-08-22
AT,Austria,1,2020-08-29
AT,Austria,2,2020-09-05
AT,Austria,19,2020-09-12
AT,Austria,11,2020-09-19
AT,Austria,22,2020-09-26
AT,Austria,22,2020-10-03
AT,Austria,43,2020-10-10
AT,Austria,37,2020-10-17
AT,Austria,76,2020-10-24
AT,Austria,144,2020-10-31
AT,Austria,268,2020-11-07
AT,Austria,369,2020-11-14
AT,Austria,582,2020-11-21
AT,Austria,690,2020-11-28
AT,Austria,739,2020-12-05
AT,Austria,658,2020-12-12
AT,Austria,794,2020-12-19
AT,Austria,634,2020-12-26
AT,Austria,432,2021-01-02
AT,Austria,412,2021-01-09
AT,Austria,366,2021-01-16
AT,Austria,336,2021-01-23
AT,Austria,314,2021-01-30
AT,Austria,291,2021-02-06
AT,Austria,201,2021-02-13
AT,Austria,173,2021-02-20
AT,Austria,170,2021-02-27
AT,Austria,156,2021-03-06
AT,Austria,162,2021-03-13
AT,Austria,196,2021-03-20
AT,Austria,179,2021-03-27
AT,Austria,203,2021-04-03
AT,Austria,228,2021-04-10
AT,Austria,208,2021-04-17
AT,Austria,200,2021-04-24
AT,Austria,163,2021-05-01
AT,Austria,141,2021-05-08
AT,Austria,96,2021-05-15
AT,Austria,71,2021-05-22
AT,Austria,51,2021-05-29
AT,Austria,44,2021-06-05
AT,Austria,16,2021-06-12
AT,Austria,27,2021-06-19
AT,Austria,20,2021-06-26
AT,Austria,10,2021-07-03
AT,Austria,14,2021-07-10
AT,Austria,5,2021-07-17
AT,Austria,3,2021-07-24
AT,Austria,6,2021-07-31
AT,Austria,13,2021-08-07
AT,Austria,4,2021-08-14
AT,Austria,7,2021-08-21
AT,Austria,16,2021-08-28
AT,Austria,13,2021-09-04
AT,Austria,47,2021-09-11
AT,Austria,52,2021-09-18
AT,Austria,72,2021-09-25
AT,Austria,60,2021-10-02
AT,Austria,69,2021-10-09
AT,Austria,71,2021-10-16
AT,Austria,84,2021-10-23
AT,Austria,100,2021-10-30
AT,Austria,137,2021-11-06
AT,Austria,207,2021-11-13
AT,Austria,304,2021-11-20
AT,Austria,356,2021-11-27
AT,Austria,404,2021-12-04
AT,Austria,390,2021-12-11
AT,Austria,319,2021-12-18
AT,Austria,164,2021-12-25
AT,Austria,123,2022-01-01
AT,Austria,95,2022-01-08
AT,Austria,71,2022-01-15
AT,Austria,70,2022-01-22
AT,Austria,92,2022-01-29
AT,Austria,137,2022-02-05
AT,Austria,146,2022-02-12
AT,Austria,177,2022-02-19
AT,Austria,225,2022-02-26
AT,Austria,224,2022-03-05
AT,Austria,194,2022-03-12
AT,Austria,207,2022-03-19
AT,Austria,278,2022-03-26
AT,Austria,292,2022-04-02
AT,Austria,251,2022-04-09
AT,Austria,199,2022-04-16
AT,Austria,1628,2022-04-23
BE,Belgium,0,2020-02-01
BE,Belgium,0,2020-02-08
BE,Belgium,0,2020-02-15
BE,Belgium,0,2020-02-22
BE,Belgium,0,2020-02-29
BE,Belgium,0,2020-03-07
BE,Belgium,4,2020-03-14
BE,Belgium,63,2020-03-21
BE,Belgium,286,2020-03-28
BE,Belgium,930,2020-04-04
BE,Belgium,2063,2020-04-11
BE,Belgium,2107,2020-04-18
BE,Belgium,1464,2020-04-25
BE,Belgium,848,2020-05-02
BE,Belgium,816,2020-05-09
BE,Belgium,424,2020-05-16
BE,Belgium,232,2020-05-23
BE,Belgium,216,2020-05-30
BE,Belgium,127,2020-06-06
BE,Belgium,70,2020-06-13
BE,Belgium,46,2020-06-20
BE,Belgium,36,2020-06-27
BE,Belgium,39,2020-07-04
BE,Belgium,11,2020-07-11
BE,Belgium,18,2020-07-18
BE,Belgium,21,2020-07-25
BE,Belgium,24,2020-08-01
BE,Belgium,25,2020-08-08
BE,Belgium,65,2020-08-15
BE,Belgium,53,2020-08-22
BE,Belgium,-97,2020-08-29
BE,Belgium,15,2020-09-05
BE,Belgium,17,2020-09-12
BE,Belgium,21,2020-09-19
BE,Belgium,30,2020-09-26
BE,Belgium,70,2020-10-03
BE,Belgium,131,2020-10-10
BE,Belgium,217,2020-10-17
BE,Belgium,345,2020-10-24
BE,Belgium,888,2020-10-31
BE,Belgium,1282,2020-11-07
BE,Belgium,1396,2020-11-14
BE,Belgium,1219,2020-11-21
BE,Belgium,939,2020-11-28
BE,Belgium,793,2020-12-05
BE,Belgium,538,2020-12-12
BE,Belgium,753,2020-12-19
BE,Belgium,613,2020-12-26
BE,Belgium,486,2021-01-02
BE,Belgium,394,2021-01-09
BE,Belgium,358,2021-01-16
BE,Belgium,330,2021-01-23
BE,Belgium,340,2021-01-30
BE,Belgium,286,2021-02-06
BE,Belgium,282,2021-02-13
BE,Belgium,253,2021-02-20
BE,Belgium,165,2021-02-27
BE,Belgium,188,2021-03-06
BE,Belgium,181,2021-03-13
BE,Belgium,229,2021-03-20
BE,Belgium,220,2021-03-27
BE,Belgium,260,2021-04-03
BE,Belgium,298,2021-04-10
BE,Belgium,290,2021-04-17
BE,Belgium,272,2021-04-24
BE,Belgium,268,2021-05-01
BE,Belgium,253,2021-05-08
BE,Belgium,175,2021-05-15
BE,Belgium,137,2021-05-22
BE,Belgium,98,2021-05-29
BE,Belgium,98,2021-06-05
BE,Belgium,62,2021-06-12
BE,Belgium,51,2021-06-19
BE,Belgium,28,2021-06-26
BE,Belgium,25,2021-07-03
BE,Belgium,13,2021-07-10
BE,Belgium,11,2021-07-17
BE,Belgium,11,2021-07-24
BE,Belgium,21,2021-07-31
BE,Belgium,27,2021-08-07
BE,Belgium,19,2021-08-14
BE,Belgium,33,2021-08-21
BE,Belgium,40,2021-08-28
BE,Belgium,37,2021-09-04
BE,Belgium,57,2021-09-11
BE,Belgium,43,2021-09-18
BE,Belgium,57,2021-09-25
BE,Belgium,58,2021-10-02
BE,Belgium,63,2021-10-09
BE,Belgium,72,2021-10-16
BE,Belgium,99,2021-10-23
BE,Belgium,148,2021-10-30
BE,Belgium,137,2021-11-06
BE,Belgium,190,2021-11-13
BE,Belgium,247,2021-11-20
BE,Belgium,272,2021-11-27
BE,Belgium,327,2021-12-04
BE,Belgium,337,2021-12-11
BE,Belgium,391,2021-12-18
BE,Belgium,254,2021-12-25
BE,Belgium,182,2022-01-01
BE,Belgium,128,2022-01-08
BE,Belgium,153,2022-01-15
BE,Belgium,168,2022-01-22
BE,Belgium,177,2022-01-29
BE,Belgium,270,2022-02-05
BE,Belgium,397,2022-02-12
BE,Belgium,296,2022-02-19
BE,Belgium,201,2022-02-26
BE,Belgium,138,2022-03-05
BE,Belgium,149,2022-03-12
BE,Belgium,121,2022-03-19
BE,Belgium,157,2022-03-26
BE,Belgium,140,2022-04-02
BE,Belgium,171,2022-04-09
BE,Belgium,168,2022-04-16
BE,Belgium,154,2022-04-23
BG,Bulgaria,0,2020-02-01
BG,Bulgaria,0,2020-02-08
BG,Bulgaria,0,2020-02-15
BG,Bulgaria,0,2020-02-22
BG,Bulgaria,0,2020-02-29
BG,Bulgaria,0,2020-03-07
BG,Bulgaria,2,2020-03-14
BG,Bulgaria,1,2020-03-21
BG,Bulgaria,4,2020-03-28
BG,Bulgaria,10,2020-04-04
BG,Bulgaria,11,2020-04-11
BG,Bulgaria,13,2020-04-18
BG,Bulgaria,14,2020-04-25
BG,Bulgaria,17,2020-05-02
BG,Bulgaria,18,2020-05-09
BG,Bulgaria,15,2020-05-16
BG,Bulgaria,21,2020-05-23
BG,Bulgaria,13,2020-05-30
BG,Bulgaria,21,2020-06-06
BG,Bulgaria,12,2020-06-13
BG,Bulgaria,27,2020-06-20
BG,Bulgaria,17,2020-06-27
BG,Bulgaria,25,2020-07-04
BG,Bulgaria,26,2020-07-11
BG,Bulgaria,32,2020-07-18
BG,Bulgaria,39,2020-07-25
BG,Bulgaria,47,2020-08-01
BG,Bulgaria,60,2020-08-08
BG,Bulgaria,50,2020-08-15
BG,Bulgaria,44,2020-08-22
BG,Bulgaria,66,2020-08-29
BG,Bulgaria,66,2020-09-05
BG,Bulgaria,46,2020-09-12
BG,Bulgaria,38,2020-09-19
BG,Bulgaria,34,2020-09-26
BG,Bulgaria,52,2020-10-03
BG,Bulgaria,50,2020-10-10
BG,Bulgaria,77,2020-10-17
BG,Bulgaria,116,2020-10-24
BG,Bulgaria,195,2020-10-31
BG,Bulgaria,353,2020-11-07
BG,Bulgaria,459,2020-11-14
BG,Bulgaria,729,2020-11-21
BG,Bulgaria,929,2020-11-28
BG,Bulgaria,980,2020-12-05
BG,Bulgaria,897,2020-12-12
BG,Bulgaria,925,2020-12-19
BG,Bulgaria,572,2020-12-26
BG,Bulgaria,521,2021-01-02
BG,Bulgaria,453,2021-01-09
BG,Bulgaria,377,2021-01-16
BG,Bulgaria,337,2021-01-23
BG,Bulgaria,217,2021-01-30
BG,Bulgaria,283,2021-02-06
BG,Bulgaria,297,2021-02-13
BG,Bulgaria,231,2021-02-20
BG,Bulgaria,328,2021-02-27
BG,Bulgaria,426,2021-03-06
BG,Bulgaria,641,2021-03-13
BG,Bulgaria,732,2021-03-20
BG,Bulgaria,684,2021-03-27
BG,Bulgaria,857,2021-04-03
BG,Bulgaria,844,2021-04-10
BG,Bulgaria,787,2021-04-17
BG,Bulgaria,721,2021-04-24
BG,Bulgaria,585,2021-05-01
BG,Bulgaria,458,2021-05-08
BG,Bulgaria,348,2021-05-15
BG,Bulgaria,237,2021-05-22
BG,Bulgaria,170,2021-05-29
BG,Bulgaria,156,2021-06-05
BG,Bulgaria,85,2021-06-12
BG,Bulgaria,91,2021-06-19
BG,Bulgaria,38,2021-06-26
BG,Bulgaria,57,2021-07-03
BG,Bulgaria,56,2021-07-10
BG,Bulgaria,29,2021-07-17
BG,Bulgaria,24,2021-07-24
BG,Bulgaria,20,2021-07-31
BG,Bulgaria,39,2021-08-07
BG,Bulgaria,87,2021-08-14
BG,Bulgaria,128,2021-08-21
BG,Bulgaria,238,2021-08-28
BG,Bulgaria,378,2021-09-04
BG,Bulgaria,386,2021-09-11
BG,Bulgaria,516,2021-09-18
BG,Bulgaria,464,2021-09-25
BG,Bulgaria,546,2021-10-02
BG,Bulgaria,621,2021-10-09
BG,Bulgaria,615,2021-10-16
BG,Bulgaria,802,2021-10-23
BG,Bulgaria,885,2021-10-30
BG,Bulgaria,1087,2021-11-06
BG,Bulgaria,1186,2021-11-13
BG,Bulgaria,989,2021-11-20
BG,Bulgaria,863,2021-11-27
BG,Bulgaria,762,2021-12-04
BG,Bulgaria,681,2021-12-11
BG,Bulgaria,561,2021-12-18
BG,Bulgaria,481,2021-12-25
BG,Bulgaria,455,2022-01-01
BG,Bulgaria,533,2022-01-08
BG,Bulgaria,526,2022-01-15
BG,Bulgaria,594,2022-01-22
BG,Bulgaria,485,2022-01-29
BG,Bulgaria,607,2022-02-05
BG,Bulgaria,631,2022-02-12
BG,Bulgaria,639,2022-02-19
BG,Bulgaria,460,2022-02-26
BG,Bulgaria,353,2022-03-05
BG,Bulgaria,273,2022-03-12
BG,Bulgaria,188,2022-03-19
BG,Bulgaria,157,2022-03-26
BG,Bulgaria,136,2022-04-02
BG,Bulgaria,127,2022-04-09
BG,Bulgaria,90,2022-04-16
BG,Bulgaria,67,2022-04-23
CH,Switzerland,0,2020-02-01
CH,Switzerland,0,2020-02-08
CH,Switzerland,0,2020-02-15
CH,Switzerland,0,2020-02-22
CH,Switzerland,0,2020-02-29
CH,Switzerland,1,2020-03-07
CH,Switzerland,13,2020-03-14
CH,Switzerland,84,2020-03-21
CH,Switzerland,231,2020-03-28
CH,Switzerland,390,2020-04-04
CH,Switzerland,368,2020-04-11
CH,Switzerland,279,2020-04-18
CH,Switzerland,215,2020-04-25
CH,Switzerland,107,2020-05-02
CH,Switzerland,57,2020-05-09
CH,Switzerland,23,2020-05-16
CH,Switzerland,21,2020-05-23
CH,Switzerland,7,2020-05-30
CH,Switzerland,0,2020-06-06
CH,Switzerland,6,2020-06-13
CH,Switzerland,3,2020-06-20
CH,Switzerland,3,2020-06-27
CH,Switzerland,2,2020-07-04
CH,Switzerland,3,2020-07-11
CH,Switzerland,2,2020-07-18
CH,Switzerland,7,2020-07-25
CH,Switzerland,6,2020-08-01
CH,Switzerland,5,2020-08-08
CH,Switzerland,5,2020-08-15
CH,Switzerland,4,2020-08-22
CH,Switzerland,4,2020-08-29
CH,Switzerland,7,2020-09-05
CH,Switzerland,17,2020-09-12
CH,Switzerland,20,2020-09-19
CH,Switzerland,13,2020-09-26
CH,Switzerland,10,2020-10-03
CH,Switzerland,14,2020-10-10
CH,Switzerland,46,2020-10-17
CH,Switzerland,123,2020-10-24
CH,Switzerland,282,2020-10-31
CH,Switzerland,530,2020-11-07
CH,Switzerland,659,2020-11-14
CH,Switzerland,668,2020-11-21
CH,Switzerland,622,2020-11-28
CH,Switzerland,637,2020-12-05
CH,Switzerland,643,2020-12-12
CH,Switzerland,666,2020-12-19
CH,Switzerland,629,2020-12-26
CH,Switzerland,577,2021-01-02
CH,Switzerland,450,2021-01-09
CH,Switzerland,412,2021-01-16
CH,Switzerland,353,2021-01-23
CH,Switzerland,263,2021-01-30
CH,Switzerland,201,2021-02-06
CH,Switzerland,147,2021-02-13
CH,Switzerland,100,2021-02-20
CH,Switzerland,74,2021-02-27
CH,Switzerland,58,2021-03-06
CH,Switzerland,65,2021-03-13
CH,Switzerland,63,2021-03-20
CH,Switzerland,60,2021-03-27
CH,Switzerland,68,2021-04-03
CH,Switzerland,69,2021-04-10
CH,Switzerland,49,2021-04-17
CH,Switzerland,54,2021-04-24
CH,Switzerland,70,2021-05-01
CH,Switzerland,47,2021-05-08
CH,Switzerland,27,2021-05-15
CH,Switzerland,42,2021-05-22
CH,Switzerland,29,2021-05-29
CH,Switzerland,18,2021-06-05
CH,Switzerland,20,2021-06-12
CH,Switzerland,14,2021-06-19
CH,Switzerland,9,2021-06-26
CH,Switzerland,2,2021-07-03
CH,Switzerland,1,2021-07-10
CH,Switzerland,4,2021-07-17
CH,Switzerland,3,2021-07-24
CH,Switzerland,12,2021-07-31
CH,Switzerland,4,2021-08-07
CH,Switzerland,13,2021-08-14
CH,Switzerland,28,2021-08-21
CH,Switzerland,40,2021-08-28
CH,Switzerland,42,2021-09-04
CH,Switzerland,31,2021-09-11
CH,Switzerland,48,2021-09-18
CH,Switzerland,44,2021-09-25
CH,Switzerland,50,2021-10-02
CH,Switzerland,27,2021-10-09
CH,Switzerland,37,2021-10-16
CH,Switzerland,24,2021-10-23
CH,Switzerland,52,2021-10-30
CH,Switzerland,41,2021-11-06
CH,Switzerland,51,2021-11-13
CH,Switzerland,57,2021-11-20
CH,Switzerland,88,2021-11-27
CH,Switzerland,119,2021-12-04
CH,Switzerland,159,2021-12-11
CH,Switzerland,161,2021-12-18
CH,Switzerland,155,2021-12-25
CH,Switzerland,156,2022-01-01
CH,Switzerland,117,2022-01-08
CH,Switzerland,132,2022-01-15
CH,Switzerland,113,2022-01-22
CH,Switzerland,98,2022-01-29
CH,Switzerland,102,2022-02-05
CH,Switzerland,151,2022-02-12
CH,Switzerland,83,2022-02-19
CH,Switzerland,66,2022-02-26
CH,Switzerland,92,2022-03-05
CH,Switzerland,92,2022-03-12
CH,Switzerland,62,2022-03-19
CH,Switzerland,179,2022-03-26
CH,Switzerland,65,2022-04-02
CH,Switzerland,35,2022-04-09
CH,Switzerland,40,2022-04-16
CH,Switzerland,29,2022-04-23
CY,Cyprus,0,2020-02-01
CY,Cyprus,0,2020-02-08
CY,Cyprus,0,2020-02-15
CY,Cyprus,0,2020-02-22
CY,Cyprus,0,2020-02-29
CY,Cyprus,0,2020-03-07
CY,Cyprus,0,2020-03-14
CY,Cyprus,0,2020-03-21
CY,Cyprus,5,2020-03-28
CY,Cyprus,4,2020-04-04
CY,Cyprus,1,2020-04-11
CY,Cyprus,2,2020-04-18
CY,Cyprus,2,2020-04-25
CY,Cyprus,1,2020-05-02
CY,Cyprus,0,2020-05-09
CY,Cyprus,2,2020-05-16
CY,Cyprus,0,2020-05-23
CY,Cyprus,0,2020-05-30
CY,Cyprus,0,2020-06-06
CY,Cyprus,1,2020-06-13
CY,Cyprus,1,2020-06-20
CY,Cyprus,0,2020-06-27
CY,Cyprus,0,2020-07-04
CY,Cyprus,0,2020-07-11
CY,Cyprus,0,2020-07-18
CY,Cyprus,0,2020-07-25
CY,Cyprus,0,2020-08-01
CY,Cyprus,0,2020-08-08
CY,Cyprus,1,2020-08-15
CY,Cyprus,1,2020-08-22
CY,Cyprus,0,2020-08-29
CY,Cyprus,0,2020-09-05
CY,Cyprus,0,2020-09-12
CY,Cyprus,1,2020-09-19
CY,Cyprus,0,2020-09-26
CY,Cyprus,0,2020-10-03
CY,Cyprus,3,2020-10-10
CY,Cyprus,0,2020-10-17
CY,Cyprus,0,2020-10-24
CY,Cyprus,0,2020-10-31
CY,Cyprus,1,2020-11-07
CY,Cyprus,12,2020-11-14
CY,Cyprus,5,2020-11-21
CY,Cyprus,5,2020-11-28
CY,Cyprus,9,2020-12-05
CY,Cyprus,18,2020-12-12
CY,Cyprus,13,2020-12-19
CY,Cyprus,22,2020-12-26
CY,Cyprus,18,2021-01-02
CY,Cyprus,14,2021-01-09
CY,Cyprus,25,2021-01-16
CY,Cyprus,13,2021-01-23
CY,Cyprus,18,2021-01-30
CY,Cyprus,13,2021-02-06
CY,Cyprus,9,2021-02-13
CY,Cyprus,10,2021-02-20
CY,Cyprus,2,2021-02-27
CY,Cyprus,1,2021-03-06
CY,Cyprus,6,2021-03-13
CY,Cyprus,3,2021-03-20
CY,Cyprus,7,2021-03-27
CY,Cyprus,13,2021-04-03
CY,Cyprus,7,2021-04-10
CY,Cyprus,16,2021-04-17
CY,Cyprus,13,2021-04-24
CY,Cyprus,15,2021-05-01
CY,Cyprus,20,2021-05-08
CY,Cyprus,14,2021-05-15
CY,Cyprus,6,2021-05-22
CY,Cyprus,8,2021-05-29
CY,Cyprus,3,2021-06-05
CY,Cyprus,9,2021-06-12
CY,Cyprus,2,2021-06-19
CY,Cyprus,0,2021-06-26
CY,Cyprus,0,2021-07-03
CY,Cyprus,6,2021-07-10
CY,Cyprus,4,2021-07-17
CY,Cyprus,14,2021-07-24
CY,Cyprus,21,2021-07-31
CY,Cyprus,19,2021-08-07
CY,Cyprus,22,2021-08-14
CY,Cyprus,22,2021-08-21
CY,Cyprus,22,2021-08-28
CY,Cyprus,16,2021-09-04
CY,Cyprus,15,2021-09-11
CY,Cyprus,9,2021-09-18
CY,Cyprus,5,2021-09-25
CY,Cyprus,2,2021-10-02
CY,Cyprus,6,2021-10-09
CY,Cyprus,4,2021-10-16
CY,Cyprus,7,2021-10-23
CY,Cyprus,6,2021-10-30
CY,Cyprus,2,2021-11-06
CY,Cyprus,10,2021-11-13
CY,Cyprus,3,2021-11-20
CY,Cyprus,1,2021-11-27
CY,Cyprus,10,2021-12-04
CY,Cyprus,7,2021-12-11
CY,Cyprus,11,2021-12-18
CY,Cyprus,9,2021-12-25
CY,Cyprus,10,2022-01-01
CY,Cyprus,16,2022-01-08
CY,Cyprus,19,2022-01-15
CY,Cyprus,36,2022-01-22
CY,Cyprus,21,2022-01-29
CY,Cyprus,11,2022-02-05
CY,Cyprus,44,2022-02-12
CY,Cyprus,26,2022-02-19
CY,Cyprus,41,2022-02-26
CY,Cyprus,23,2022-03-05
CY,Cyprus,24,2022-03-12
CY,Cyprus,17,2022-03-19
CY,Cyprus,16,2022-03-26
CY,Cyprus,13,2022-04-02
CY,Cyprus,35,2022-04-09
CY,Cyprus,13,2022-04-16
CY,Cyprus,18,2022-04-23
CZ,Czechia,0,2020-02-01
CZ,Czechia,0,2020-02-08
CZ,Czechia,0,2020-02-15
CZ,Czechia,0,2020-02-22
CZ,Czechia,0,2020-02-29
CZ,Czechia,0,2020-03-07
CZ,Czechia,0,2020-03-14
CZ,Czechia,0,2020-03-21
CZ,Czechia,11,2020-03-28
CZ,Czechia,48,2020-04-04
CZ,Czechia,70,2020-04-11
CZ,Czechia,52,2020-04-18
CZ,Czechia,37,2020-04-25
CZ,Czechia,27,2020-05-02
CZ,Czechia,31,2020-05-09
CZ,Czechia,20,2020-05-16
CZ,Czechia,18,2020-05-23
CZ,Czechia,5,2020-05-30
CZ,Czechia,8,2020-06-06
CZ,Czechia,1,2020-06-13
CZ,Czechia,8,2020-06-20
CZ,Czechia,13,2020-06-27
CZ,Czechia,2,2020-07-04
CZ,Czechia,1,2020-07-11
CZ,Czechia,6,2020-07-18
CZ,Czechia,11,2020-07-25
CZ,Czechia,14,2020-08-01
CZ,Czechia,6,2020-08-08
CZ,Czechia,6,2020-08-15
CZ,Czechia,16,2020-08-22
CZ,Czechia,10,2020-08-29
CZ,Czechia,10,2020-09-05
CZ,Czechia,22,2020-09-12
CZ,Czechia,46,2020-09-19
CZ,Czechia,92,2020-09-26
CZ,Czechia,120,2020-10-03
CZ,Czechia,237,2020-10-10
CZ,Czechia,404,2020-10-17
CZ,Czechia,725,2020-10-24
CZ,Czechia,1174,2020-10-31
CZ,Czechia,1430,2020-11-07
CZ,Czechia,1377,2020-11-14
CZ,Czechia,1037,2020-11-21
CZ,Czechia,959,2020-11-28
CZ,Czechia,761,2020-12-05
CZ,Czechia,635,2020-12-12
CZ,Czechia,821,2020-12-19
CZ,Czechia,679,2020-12-26
CZ,Czechia,877,2021-01-02
CZ,Czechia,1151,2021-01-09
CZ,Czechia,1237,2021-01-16
CZ,Czechia,1055,2021-01-23
CZ,Czechia,941,2021-01-30
CZ,Czechia,918,2021-02-06
CZ,Czechia,929,2021-02-13
CZ,Czechia,1039,2021-02-20
CZ,Czechia,1097,2021-02-27
CZ,Czechia,1364,2021-03-06
CZ,Czechia,1525,2021-03-13
CZ,Czechia,1447,2021-03-20
CZ,Czechia,1248,2021-03-27
CZ,Czechia,1089,2021-04-03
CZ,Czechia,867,2021-04-10
CZ,Czechia,662,2021-04-17
CZ,Czechia,524,2021-04-24
CZ,Czechia,396,2021-05-01
CZ,Czechia,331,2021-05-08
CZ,Czechia,239,2021-05-15
CZ,Czechia,126,2021-05-22
CZ,Czechia,89,2021-05-29
CZ,Czechia,56,2021-06-05
CZ,Czechia,67,2021-06-12
CZ,Czechia,54,2021-06-19
CZ,Czechia,18,2021-06-26
CZ,Czechia,14,2021-07-03
CZ,Czechia,21,2021-07-10
CZ,Czechia,5,2021-07-17
CZ,Czechia,21,2021-07-24
CZ,Czechia,16,2021-07-31
CZ,Czechia,-10,2021-08-07
CZ,Czechia,10,2021-08-14
CZ,Czechia,11,2021-08-21
CZ,Czechia,17,2021-08-28
CZ,Czechia,5,2021-09-04
CZ,Czechia,7,2021-09-11
CZ,Czechia,16,2021-09-18
CZ,Czechia,23,2021-09-25
CZ,Czechia,25,2021-10-02
CZ,Czechia,22,2021-10-09
CZ,Czechia,40,2021-10-16
CZ,Czechia,69,2021-10-23
CZ,Czechia,128,2021-10-30
CZ,Czechia,249,2021-11-06
CZ,Czechia,446,2021-11-13
CZ,Czechia,574,2021-11-20
CZ,Czechia,739,2021-11-27
CZ,Czechia,832,2021-12-04
CZ,Czechia,801,2021-12-11
CZ,Czechia,772,2021-12-18
CZ,Czechia,543,2021-12-25
CZ,Czechia,490,2022-01-01
CZ,Czechia,376,2022-01-08
CZ,Czechia,270,2022-01-15
CZ,Czechia,193,2022-01-22
CZ,Czechia,147,2022-01-29
CZ,Czechia,242,2022-02-05
CZ,Czechia,355,2022-02-12
CZ,Czechia,423,2022-02-19
CZ,Czechia,370,2022-02-26
CZ,Czechia,334,2022-03-05
CZ,Czechia,234,2022-03-12
CZ,Czechia,226,2022-03-19
CZ,Czechia,175,2022-03-26
CZ,Czechia,188,2022-04-02
CZ,Czechia,165,2022-04-09
CZ,Czechia,100,2022-04-16
CZ,Czechia,101,2022-04-23
DE,Germany,0,2020-02-01
DE,Germany,0,2020-02-08
DE,Germany,0,2020-02-15
DE,Germany,0,2020-02-22
DE,Germany,0,2020-02-29
DE,Germany,0,2020-03-07
DE,Germany,8,2020-03-14
DE,Germany,39,2020-03-21
DE,Germany,278,2020-03-28
DE,Germany,833,2020-04-04
DE,Germany,1386,2020-04-11
DE,Germany,1566,2020-04-18
DE,Germany,1390,2020-04-25
DE,Germany,1075,2020-05-02
DE,Germany,794,2020-05-09
DE,Germany,512,2020-05-16
DE,Germany,335,2020-05-23
DE,Germany,273,2020-05-30
DE,Germany,157,2020-06-06
DE,Germany,135,2020-06-13
DE,Germany,102,2020-06-20
DE,Germany,71,2020-06-27
DE,Germany,56,2020-07-04
DE,Germany,50,2020-07-11
DE,Germany,23,2020-07-18
DE,Germany,35,2020-07-25
DE,Germany,30,2020-08-01
DE,Germany,47,2020-08-08
DE,Germany,36,2020-08-15
DE,Germany,36,2020-08-22
DE,Germany,22,2020-08-29
DE,Germany,35,2020-09-05
DE,Germany,23,2020-09-12
DE,Germany,37,2020-09-19
DE,Germany,68,2020-09-26
DE,Germany,75,2020-10-03
DE,Germany,77,2020-10-10
DE,Germany,163,2020-10-17
DE,Germany,236,2020-10-24
DE,Germany,449,2020-10-31
DE,Germany,774,2020-11-07
