location,type,quantile,value,target_end_date,forecast_date,target,scenario_id,model
DE,point,,67248,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.01,47083,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.025,48836,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.05,51608,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.1,54452,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.15,56983,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.2,58841,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.25,60671,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.3,61962,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.35,63109,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.4,64776,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.45,65841,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.5,67248,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.55,68640,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.6,70231,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.65,71740,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.7,72956,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.75,74630,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.8,76742,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.85,78700,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.9,81640,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.95,86612,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.975,90740,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,quantile,0.99,96196,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
DE,point,,80228,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.01,46614,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.025,50526,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.05,54261,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.1,60019,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.15,62686,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.2,65715,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.25,68304,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.3,71134,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.35,73270,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.4,75908,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.45,78131,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.5,80228,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.55,82624,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.6,85045,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.65,87502,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.7,90190,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.75,93599,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.8,96986,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.85,100741,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.9,106008,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.95,115928,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.975,123952,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,quantile,0.99,136415,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
DE,point,,82434,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.01,36638,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.025,42387,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.05,47697,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.1,53723,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.15,58222,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.2,62774,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.25,66667,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.3,70388,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.35,73546,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.4,76862,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.45,80223,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.5,82434,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.55,86434,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.6,90364,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.65,94683,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.7,98805,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.75,103530,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.8,109054,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.85,116016,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.9,124463,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.95,137371,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.975,154616,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,quantile,0.99,170008,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
DE,point,,81679,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.01,26174,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.025,33128,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.05,38730,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.1,45817,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.15,51851,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.2,56725,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.25,60624,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.3,65653,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.35,69173,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.4,73987,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.45,77760,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.5,81679,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.55,86085,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.6,90602,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.65,96249,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.7,102101,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.75,108460,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.8,117599,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.85,125536,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.9,139582,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.95,159139,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.975,183407,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
DE,quantile,0.99,210910,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
GB,point,,227814,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.01,152765,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.025,164476,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.05,175364,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.1,183907,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.15,192585,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.2,199661,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.25,204660,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.3,210404,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.35,215301,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.4,219460,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.45,223884,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.5,227814,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.55,232542,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.6,237690,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.65,242548,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.7,247242,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.75,254168,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.8,260700,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.85,268658,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.9,280600,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.95,295351,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.975,308672,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,quantile,0.99,329324,2021-08-28,2021-08-23,1 wk ahead inc case,forecast,seabbs
GB,point,,220496,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.01,122314,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.025,136566,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.05,148218,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.1,161940,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.15,172268,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.2,179823,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.25,189272,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.3,196760,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.35,203799,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.4,209348,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.45,213963,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.5,220496,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.55,226922,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.6,232958,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.65,241307,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.7,249818,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.75,258236,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.8,269092,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.85,278714,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.9,297476,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.95,318631,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.975,343764,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,quantile,0.99,370410,2021-09-04,2021-08-23,2 wk ahead inc case,forecast,seabbs
GB,point,,233773,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.01,103604,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.025,123402,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.05,140886,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.1,155250,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.15,167726,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.2,180220,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.25,189212,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.3,201101,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.35,208515,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.4,217181,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.45,225525,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.5,233773,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.55,242116,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.6,252113,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.65,262669,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.7,273761,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.75,288706,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.8,300439,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.85,317267,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.9,336173,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.95,371893,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.975,398670,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,quantile,0.99,431242,2021-09-11,2021-08-23,3 wk ahead inc case,forecast,seabbs
GB,point,,261104,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
GB,quantile,0.01,103395,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
GB,quantile,0.025,125461,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
GB,quantile,0.05,142733,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
GB,quantile,0.1,162833,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
GB,quantile,0.15,179364,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
GB,quantile,0.2,192051,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
GB,quantile,0.25,205528,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
GB,quantile,0.3,216941,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
GB,quantile,0.35,229043,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
GB,quantile,0.4,239849,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
GB,quantile,0.45,249808,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
GB,quantile,0.5,261104,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
GB,quantile,0.55,274321,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
GB,quantile,0.6,283544,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
GB,quantile,0.65,296857,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
GB,quantile,0.7,314467,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
GB,quantile,0.75,332171,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
GB,quantile,0.8,348924,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
GB,quantile,0.85,370939,2021-09-18,2021-08-23,4 wk ahead inc case,forecast,seabbs
